timestamp,longitude,latitude,ve,vn,vd,heading,magx,magy,magz,mag,acc_x,acc_y,acc_z
2339683112,-4.503886115360878,48.492033187337434,-0.48396116495132446,-0.3144131600856781,-0.0016826980281621218,-124.55813008191222,-0.4915231466293335,0.5362386107444763,1.1126911640167236,1.329371459678016,1.8288956880569458,0.24227482080459595,-9.496503829956055
2339703112,-4.50388624803535,48.49203313003808,-0.5000656247138977,-0.3244609534740448,-0.003592785680666566,-124.53136940074413,-0.48759180307388306,0.5316086411476135,1.1046842336654663,1.3193486157482075,1.7450898885726929,0.14390571415424347,-9.896270751953125
2339723112,-4.503886398462101,48.49203306011379,-0.5159412622451782,-0.33527252078056335,-0.003081642324104905,-124.50239573828493,-0.4996030628681183,0.5258438587188721,1.120481252670288,1.3347633579646754,1.723063349723816,0.16276878118515015,-9.741299629211426
2339743112,-4.503886539365304,48.49203299900486,-0.5306606292724609,-0.3450608551502228,-0.0025154780596494675,-124.46913271702697,-0.49543315172195435,0.5297004580497742,1.1247215270996094,1.3382955938822212,1.7349145412445068,0.3878563344478607,-9.774121284484863
2339763112,-4.503886684308117,48.49203293620259,-0.5451947450637817,-0.3545781373977661,-0.0012944861082360148,-124.43744063927811,-0.47903987765312195,0.5251879096031189,1.1293871402740479,1.3344725015494339,1.6559975147247314,0.29390937089920044,-9.726751327514648
2339783112,-4.503886833088409,48.49203287176769,-0.5593533515930176,-0.3631574511528015,-0.0022506334353238344,-124.40457376899201,-0.47919362783432007,0.5208026170730591,1.121227741241455,1.3259010319916715,1.6010653972625732,0.3498024344444275,-10.045282363891602
2339803112,-4.503886985710913,48.492032805803035,-0.572726309299469,-0.37233981490135193,-0.0016730601200833917,-124.37296365351318,-0.47517749667167664,0.5202739238739014,1.1173086166381836,1.3209304122550283,1.5247548818588257,0.21240076422691345,-9.74558162689209
2339823112,-4.50388714188312,48.49203273818659,-0.5848793387413025,-0.3818938434123993,-0.0016721350839361548,-124.34222780224813,-0.4913853108882904,0.5368064641952515,1.120834469795227,1.3363721833530273,1.4178335666656494,0.14828240871429443,-9.864174842834473
2339843112,-4.503887301367989,48.492032668961784,-0.5972964763641357,-0.38966992497444153,-0.00016557869093958288,-124.31332244168064,-0.48727893829345703,0.525393545627594,1.1250104904174805,1.333839474989743,1.3406552076339722,0.23518580198287964,-9.798840522766113
2339863112,-4.503887464179667,48.49203259831524,-0.6088837385177612,-0.3973149061203003,-0.0009103306801989675,-124.28555089251536,-0.47098633646965027,0.512962281703949,1.1255723237991333,1.3235828223781863,1.2575184106826782,0.1877722591161728,-9.837061882019043
2339883112,-4.50388763017765,48.49203252635576,-0.6201122999191284,-0.404269814491272,-0.0009955319110304117,-124.25719194708147,-0.47490179538726807,0.5214096903800964,1.1335952281951904,1.3350797436375195,1.15739905834198,0.13254281878471375,-9.704611778259277
2339903112,-4.503887799101592,48.49203245305415,-0.630344569683075,-0.41083577275276184,-0.0002959640114568174,-124.23230273774594,-0.45054513216018677,0.5155559182167053,1.1263508796691895,1.3181256104988883,1.0328099727630615,0.08742567896842957,-9.802026748657227
2339923112,-4.5038879816107755,48.49203236116021,-0.6401118040084839,-0.41917118430137634,0.0023772823624312878,-124.20431262252723,-0.45451366901397705,0.5275367498397827,1.130318284034729,1.3275907204312942,1.0113128423690796,0.11731421947479248,-9.711607933044434
2339943112,-4.503888155799628,48.49203228541382,-0.6494036912918091,-0.42455923557281494,0.0002821248781401664,-124.17733337530568,-0.4584980010986328,0.5357002019882202,1.1342694759368896,1.3355756689397302,0.9884235262870789,0.1860186755657196,-9.84372615814209
2339963112,-4.503888332484021,48.492032208686446,-0.6590509414672852,-0.42973536252975464,0.0010973416501656175,-124.14923397706025,-0.44241762161254883,0.5374028086662292,1.1186089515686035,1.31750564219098,0.961892306804657,0.19334116578102112,-9.796542167663574
2339983112,-4.503888511662478,48.49203213107015,-0.6679295897483826,-0.43446943163871765,0.001497139222919941,-124.12226839021704,-0.4464179277420044,0.5417488813400269,1.1225441694259644,1.3239660981138694,0.8947659730911255,0.2228824943304062,-9.811610221862793
2340003112,-4.503888693115412,48.49203205259617,-0.6753752827644348,-0.4394654333591461,0.0007786236819811165,-124.096996690288,-0.4545295536518097,0.5237193703651428,1.1303021907806396,1.3260701853680628,0.8640652894973755,0.1838981658220291,-9.828934669494629
2340023112,-4.503888876631076,48.49203197319671,-0.6828016042709351,-0.44426730275154114,-0.0008973766816779971,-124.07014038647151,-0.4585510790348053,0.5392336845397949,1.1302138566970825,1.3335761772378962,0.8325287699699402,0.18145278096199036,-9.728785514831543
2340043112,-4.503889062068763,48.49203189299781,-0.6898406147956848,-0.448387086391449,-0.00029778596945106983,-124.04368023362687,-0.43407249450683594,0.5301303863525391,1.1310968399047852,1.3224360923176102,0.7858388423919678,0.17954391241073608,-9.75364875793457
2340063112,-4.503889249381398,48.49203181208344,-0.6966733336448669,-0.45240965485572815,-0.00019685762526933104,-124.015362269328,-0.45027485489845276,0.5316773056983948,1.1386301517486572,1.3348808279467113,0.7700698375701904,0.17249424755573273,-9.797032356262207
2340083112,-4.50388943854817,48.49203173046464,-0.7023148536682129,-0.4563668966293335,-0.002853211248293519,-123.98715358805585,-0.4501741826534271,0.5395959615707397,1.1427339315414429,1.3415146047536328,0.6883584856987,0.06086180731654167,-9.870033264160156
2340103112,-4.503889629193925,48.49203164789467,-0.708304226398468,-0.46072325110435486,-0.003214159980416298,-123.96107592580474,-0.4545508623123169,0.5348875522613525,1.1262786388397217,1.3271114317568318,0.6898249387741089,0.02121332474052906,-9.66120433807373
2340123112,-4.503889825274104,48.49203154142769,-0.7148320078849792,-0.4664153456687927,-0.0019225924042984843,-123.93308581058602,-0.4424017369747162,0.5412201881408691,1.1186249256134033,1.3190755524734268,0.6855304837226868,0.021175280213356018,-9.897250175476074
2340143112,-4.50389001930346,48.492031457422115,-0.7207068800926208,-0.46954721212387085,-0.004320746753364801,-123.90467222363877,-0.44225847721099854,0.5268024802207947,1.1307756900787354,1.3235433786260322,0.6783186197280884,0.11729371547698975,-9.913387298583984
2340163112,-4.503890215017442,48.492031372830674,-0.7271762490272522,-0.4720037877559662,-0.007997729815542698,-123.87658648577168,-0.4338657259941101,0.5309821963310242,1.143311858177185,1.3331704939959788,0.695607602596283,0.15452629327774048,-9.903388977050781
