timestamp,longitude,latitude,ve,vn,vd,heading,magx,magy,magz,mag
1962575000,-4.503987303230663,48.492323862985344,0.25821179151535034,-1.043616533279419,-0.008978663943707943,164.49568049870248,-0.7901094555854797,-0.002686901483684778,1.0557444095611572,1.3186646387784888
1962595000,-4.50398723344339,48.49232367517332,0.2566487193107605,-1.0460712909698486,-0.012905817478895187,164.58750556190415,-0.7783211469650269,-0.0039479392580688,1.0483489036560059,1.305693232667647
1962615000,-4.5039871642639335,48.49232348690286,0.25503236055374146,-1.04688560962677,-0.01578342355787754,164.64228367904764,-0.77464359998703,-0.012681074440479279,1.0327850580215454,1.2910764860078576
1962635000,-4.5039870952216745,48.49232329836626,0.25463858246803284,-1.0503425598144531,-0.02069168910384178,164.66321137866456,-0.778546154499054,-0.026699209585785866,1.0404150485992432,1.2997347559519734
1962655000,-4.5039870261635375,48.4923231094015,0.2556247413158417,-1.051239252090454,-0.024248765781521797,164.6525699439377,-0.7823717594146729,-0.022213604301214218,1.048122763633728,1.3081132755969054
1962675000,-4.5039869567161,48.492322920046185,0.2584402561187744,-1.0547797679901123,-0.029489822685718536,164.6132280543184,-0.7744445204734802,-0.011860924772918224,1.0445458889007568,1.3003772955751496
1962695000,-4.503986886501208,48.49232273021314,0.26084184646606445,-1.0571606159210205,-0.031445518136024475,164.55177001216663,-0.7705987691879272,-0.027175383642315865,1.040711760520935,1.295238176180983
1962715000,-4.503986815593617,48.492322539837836,0.26390886306762695,-1.0606614351272583,-0.035713423043489456,164.47051808180015,-0.7745214700698853,-0.030364664271473885,1.0444680452346802,1.300660992707896
1962735000,-4.503986743878266,48.49232234882428,0.2676180303096771,-1.0644115209579468,-0.03577646613121033,164.37768215060134,-0.7824736833572388,-0.015358874574303627,1.0403133630752563,1.3018267371535215
1962755000,-4.503986671122187,48.49232215706499,0.2716716229915619,-1.0686122179031372,-0.03646894916892052,164.27921814352644,-0.7944918870925903,-0.02231949009001255,1.0359169244766235,1.3056949845622177
1962775000,-4.50398645892708,48.49232193683331,0.27744796872138977,-1.0734031200408936,-0.034082598984241486,164.19109504285495,-0.7786740660667419,-0.041775599122047424,1.0364325046539307,1.2970238388519075
1962795000,-4.503986383454706,48.49232174337993,0.2805802822113037,-1.0780770778656006,-0.03110882267355919,164.1047341309893,-0.7826477885246277,-0.041537508368492126,1.0362842082977295,1.2992874531262144
1962815000,-4.503986307053966,48.49232154908811,0.28388139605522156,-1.0843266248703003,-0.02544827200472355,164.0352164656169,-0.7786433100700378,-0.034374088048934937,1.0364636182785034,1.296812944977412
1962835000,-4.503986230006784,48.492321353713784,0.2861236333847046,-1.0895392894744873,-0.020204752683639526,163.9873914810485,-0.7825813889503479,-0.0412641242146492,1.040204405784607,1.3023676762313954
1962855000,-4.503986152290262,48.492321157190155,0.2891121208667755,-1.097650170326233,-0.012230126187205315,163.96102695085224,-0.7626465559005737,-0.042181190103292465,1.0448664426803589,1.2942777542185622
1962875000,-4.503986074017624,48.492320959406996,0.2883467972278595,-1.1043164730072021,-0.0038937199860811234,163.96485185678745,-0.7665740847587585,-0.030840838328003883,1.044764757156372,1.2961945774182653
1962895000,-4.503985996062026,48.492320760205544,0.2888861298561096,-1.112369179725647,0.0034119137562811375,163.99267804746606,-0.7666712403297424,-0.038515716791152954,1.0408133268356323,1.2932751573069587
1962915000,-4.5039859180916695,48.49232055971624,0.28686901926994324,-1.1196320056915283,0.01204959861934185,164.0492046930371,-0.774715781211853,-0.04571443796157837,1.0365653038024902,1.2948907214680254
1962935000,-4.50398584089635,48.492320357877404,0.28378480672836304,-1.1256685256958008,0.01814502477645874,164.12593503817303,-0.7746340036392212,-0.041740305721759796,1.0405011177062988,1.2978608048107207
1962955000,-4.5039857643039625,48.49232015499922,0.2800350487232208,-1.132473349571228,0.025629593059420586,164.22338817725077,-0.7704304456710815,-0.03375672176480293,1.0524414777755737,1.3047358552686752
1962975000,-4.503985548627547,48.49231992852188,0.27914881706237793,-1.1372405290603638,0.028710996732115746,164.33456999656022,-0.7744551301002502,-0.030091281980276108,1.0483883619308472,1.3037654663404217
1962995000,-4.503985474085218,48.49231972351974,0.27174726128578186,-1.143754243850708,0.032098378986120224,164.44754132543224,-0.7626821398735046,-0.035053059458732605,1.0409772396087646,1.2909478598467596
1963015000,-4.503985401041159,48.49231951759613,0.26563483476638794,-1.146737813949585,0.035974085330963135,164.55869582398503,-0.7587642669677734,-0.01733417809009552,1.033362865447998,1.2821320127990328
