timestamp,longitude,latitude,ve,vn,vd,heading,magx,magy,magz,mag
20000,-4.5044368111,48.4925493836,0,0,0,2.8140179211696754,-20173.88797401388,-6748.910268840756,43076.84065341186,48043.18626490507
40000,-4.5044367067,48.49254907649999,0,0,0,2.8140179211696754,-20173.892708277133,-6748.910254565627,43076.92433484732,48043.26328195681
60000,-4.5044366024,48.49254876930001,0,0,0,2.8140179211696754,-20173.897460114596,-6748.910241702822,43077.00821712251,48043.34048668785
80000,-4.504436498,48.4925484622,0,0,0,2.8140179211696754,-20173.902228505835,-6748.910230154031,43077.0922897972,48043.417869295015
100000,-4.5044363936,48.492548154999994,0,0,0,2.8140179211696754,-20173.907015383906,-6748.910219994646,43077.17658095402,48043.49545578046
120000,-4.5044362892,48.492547847900006,0,0,0,2.8140179211696754,-20173.911818221553,-6748.910211211702,43077.26104746401,48043.57320641063
140000,-4.5044361849,48.4925475407,0,0,0,2.8140179211696754,-20173.916638958108,-6748.91020388235,43077.34571738729,48043.65114717035
160000,-4.5044360805,48.4925472336,0,0,0,2.8140179211696754,-20173.921476558826,-6748.9101979052475,43077.43058026144,48043.72926823015
180000,-4.5044359761,48.4925469264,0,0,0,2.8140179211696754,-20173.92633298543,-6748.9101933595,43077.5156643906,48043.80759580336
200000,-4.5044358717,48.4925466193,0,0,0,2.8140179211696754,-20173.931205675046,-6748.9101902288485,43077.60092627161,48043.88608980544
220000,-4.5044357674,48.49254631210001,0,0,0,2.8140179211696754,-20173.936096595375,-6748.910188594193,43077.68639417843,48043.964776425455
240000,-4.504435663,48.492546004999994,0,0,0,2.8140179211696754,-20173.94100469786,-6748.910188351095,43077.772057639624,48044.04364581957
260000,-4.5044355586,48.492545697800004,0,0,0,2.8140179211696754,-20173.945931973212,-6748.910189582468,43077.857945179996,48044.12272441173
280000,-4.5044354542,48.492545390699995,0,0,0,2.8140179211696754,-20173.950875821498,-6748.910192268657,43077.94401290375,48044.20197174927
300000,-4.5044353499,48.49254508349999,0,0,0,2.8140179211696754,-20173.955838240552,-6748.910196494421,43078.03028932198,48044.28141424709
320000,-4.5044352455,48.4925447764,0,0,0,2.8140179211696754,-20173.960818166473,-6748.910202152148,43078.11676393312,48044.36104202745
340000,-4.5044351411,48.4925444693,0,0,0,2.8140179211696754,-20173.965816256492,-6748.910209311457,43078.20344298905,48044.4408609819
360000,-4.5044350368,48.4925441621,0,0,0,2.8140179211696754,-20173.970833177194,-6748.9102180438085,43078.29033276699,48044.52087702891
380000,-4.5044349324,48.49254385500001,0,0,0,2.8140179211696754,-20173.975867853616,-6748.910228239173,43078.37742275373,48044.601080275286
400000,-4.504434828,48.492543547800004,0,0,0,2.8140179211696754,-20173.980922329625,-6748.910239987368,43078.46474188409,48044.68149753599
420000,-4.5044347236,48.4925432407,0,0,0,2.8140179211696754,-20173.985993938924,-6748.910253262582,43078.552245566025,48044.76208770523
440000,-4.5044346193,48.4925429335,0,0,0,2.8140179211696754,-20173.991084732876,-6748.91026815655,43078.6399627213,48044.842877589675
460000,-4.5044345149,48.492542626399995,0,0,0,2.8140179211696754,-20173.99619362077,-6748.910284555947,43078.72788280907,48044.92385726428
480000,-4.5044344105,48.4925423192,0,0,0,2.8140179211696754,-20174.001322677486,-6748.910302554678,43078.816034999065,48045.005053768225
500000,-4.5044343061,48.49254201210001,0,0,0,2.8140179211696754,-20174.006469198568,-6748.910322123283,43078.90437430661,48045.08642562714
520000,-4.5044342018,48.4925417049,0,0,0,2.8140179211696754,-20174.0116352659,-6748.9103433576165,43078.99292987751,48045.16799986196
540000,-4.5044340974,48.492541397800004,0,0,0,2.8140179211696754,-20174.016819773806,-6748.910366141004,43079.08169116072,48045.249766531764
560000,-4.504433993,48.4925410906,0,0,0,2.8140179211696754,-20174.022024828544,-6748.910390571529,43079.17068756025,48045.33175289959
580000,-4.5044338886,48.492540783500004,0,0,0,2.8140179211696754,-20174.0272476865,-6748.910416615991,43079.2598736886,48045.413917112855
600000,-4.5044337843,48.4925404763,0,0,0,2.8140179211696754,-20174.032490460686,-6748.910444374462,43079.34927891882,48045.496286409965
620000,-4.5044336799,48.4925401692,0,0,0,2.8140179211696754,-20174.037752030228,-6748.910473726846,43079.4388926908,48045.57885083498
640000,-4.5044335755,48.492539862,0,0,0,2.8140179211696754,-20174.04303453367,-6748.910504775522,43079.52874465027,48045.66163788188
660000,-4.5044334711,48.49253955489999,0,0,0,2.8140179211696754,-20174.04833518695,-6748.910537483433,43079.61878899274,48045.74460530662
680000,-4.5044333668,48.4925392477,0,0,0,2.8140179211696754,-20174.05365613551,-6748.910571954987,43079.70905533221,48045.827780577914
